agent,block,trial,action,reward,p_0,drift_0,drift_1,Q_0,Q_1,alpha,beta
0,-1,89,1,0,0.0214560553701115,0.5,0.5,0.0227726412201126,0.223943055618581,0.5163212953517248,8.677475456945688
0,-1,90,1,0,0.148596531858154,0.5,0.5,0.0227726412201126,0.1083164870565719,0.5163212953517248,8.677475456945688
0,-1,91,1,1,0.3225003919297143,0.5,0.5,0.0227726412201126,0.5687116735032991,0.5163212953517248,8.677475456945688
0,-1,92,1,0,0.008685537178354,0.5,0.5,0.0227726412201126,0.2750737255584285,0.5163212953517248,8.677475456945688
0,-1,93,0,1,0.1007121733085468,0.5,0.5,0.5273359369584888,0.2750737255584285,0.5163212953517248,8.677475456945688
0,-1,94,0,1,0.8992572718567371,0.5,0.5,0.7713824582542912,0.2750737255584285,0.5163212953517248,8.677475456945688
0,-1,95,0,0,0.9867013757619107,0.5,0.5,0.3731012681968378,0.2750737255584285,0.5163212953517248,8.677475456945688
0,-1,96,0,1,0.7006996172264496,0.5,0.5,0.6967824334558,0.2750737255584285,0.5163212953517248,8.677475456945688
0,-1,97,0,0,0.9748975506152806,0.5,0.5,0.3370188248355744,0.2750737255584285,0.5163212953517248,8.677475456945688
0,-1,98,0,0,0.6312369659231669,0.5,0.5,0.1630088286385546,0.2750737255584285,0.5163212953517248,8.677475456945688
0,-1,99,1,1,0.2743943475235356,0.5,0.5,0.1630088286385546,0.6493685986126005,0.5163212953517248,8.677475456945688
0,0,100,0,0,0.5,0.1,0.9,0.0,0.0,0.5163212953517248,8.677475456945688
0,0,101,0,0,0.5,0.1,0.9,0.0,0.0,0.5163212953517248,8.677475456945688
0,0,102,0,0,0.5,0.1,0.9,0.0,0.0,0.5163212953517248,8.677475456945688
0,0,103,1,1,0.5,0.1,0.9,0.0,0.5163212953517248,0.5163212953517248,8.677475456945688
0,0,104,1,1,0.0112023584632682,0.1,0.9,0.0,0.7660549106697665,0.5163212953517248,8.677475456945688
0,0,105,1,1,0.0012956805421759,0.1,0.9,0.0,0.8868457422339276,0.5163212953517248,8.677475456945688
0,0,106,1,1,0.0004546253471539,0.1,0.9,0.0,0.9452696951782692,0.5163212953517248,8.677475456945688
0,0,107,1,1,0.0002738778112377,0.1,0.9,0.0,0.97352811705882,0.5163212953517248,8.677475456945688
0,0,108,1,1,0.0002143327812577,0.1,0.9,0.0,0.9871961139494092,0.5163212953517248,8.677475456945688
0,0,109,1,1,0.0001903663024097,0.1,0.9,0.0,0.993807032980586,0.5163212953517248,8.677475456945688
0,0,110,1,1,0.0001797549706245,0.1,0.9,0.0,0.9970045937341204,0.5163212953517248,8.677475456945688
0,0,111,1,1,0.0001748367730639,0.1,0.9,0.0,0.998551185777424,0.5163212953517248,8.677475456945688
0,0,112,1,1,0.0001725064504258,0.1,0.9,0.0,0.9992992394135484,0.5163212953517248,8.677475456945688
0,0,113,1,1,0.0001713904914141,0.1,0.9,0.0,0.9996610570272766,0.5163212953517248,8.677475456945688
0,0,114,1,1,0.0001708533186001,0.1,0.9,0.0,0.9998360605020036,0.5163212953517248,8.677475456945688
0,0,115,1,1,0.0001705941038715,0.1,0.9,0.0,0.9999207059559684,0.5163212953517248,8.677475456945688
0,0,116,1,1,0.0001704688683517,0.1,0.9,0.0,0.9999616471594964,0.5163212953517248,8.677475456945688
0,0,117,1,0,0.0001704083275844,0.1,0.9,0.0,0.4836601541960609,0.5163212953517248,8.677475456945688
0,0,118,1,1,0.0148185054081325,0.1,0.9,0.0,0.7502574122232606,0.5163212953517248,8.677475456945688
0,0,119,1,1,0.0014857625329276,0.1,0.9,0.0,0.8792048286486385,0.5163212953517248,8.677475456945688
0,0,120,1,1,0.0004857753830776,0.1,0.9,0.0,0.941573947993007,0.5163212953517248,8.677475456945688
0,0,121,1,1,0.0002828008366652,0.1,0.9,0.0,0.9717405628475448,0.5163212953517248,8.677475456945688
0,0,122,1,1,0.0002176825844386,0.1,0.9,0.0,0.9863315120440111,0.5163212953517248,8.677475456945688
0,0,123,1,1,0.0001917996335302,0.1,0.9,0.0,0.9933888434509468,0.5163212953517248,8.677475456945688
0,0,124,1,1,0.0001804083378248,0.1,0.9,0.0,0.996802324364127,0.5163212953517248,8.677475456945688
0,0,125,1,1,0.0001751438600536,0.1,0.9,0.0,0.9984533523905555,0.5163212953517248,8.677475456945688
0,0,126,1,1,0.0001726529361128,0.1,0.9,0.0,0.9992519194877164,0.5163212953517248,8.677475456945688
0,0,127,1,1,0.00017146086973,0.1,0.9,0.0,0.999638169386846,0.5163212953517248,8.677475456945688
0,0,128,1,1,0.0001708872488252,0.1,0.9,0.0,0.9998249902377276,0.5163212953517248,8.677475456945688
0,0,129,1,1,0.0001706104894643,0.1,0.9,0.0,0.9999153515048832,0.5163212953517248,8.677475456945688
0,0,130,1,1,0.0001704767877006,0.1,0.9,0.0,0.9999590573255316,0.5163212953517248,8.677475456945688
0,0,131,1,1,0.0001704121565988,0.1,0.9,0.0,0.9999801969002484,0.5163212953517248,8.677475456945688
0,0,132,1,1,0.0001703809047022,0.1,0.9,0.0,0.999990421662364,0.5163212953517248,8.677475456945688
0,0,133,1,1,0.0001703657908815,0.1,0.9,0.0,0.9999953671620596,0.5163212953517248,8.677475456945688
0,0,134,1,1,0.0001703584811293,0.1,0.9,0.0,0.9999977591949462,0.5163212953517248,8.677475456945688
0,0,135,1,1,0.0001703549456703,0.1,0.9,0.0,0.9999989161703142,0.5163212953517248,8.677475456945688
0,0,136,1,1,0.0001703532356704,0.1,0.9,0.0,0.9999994757746616,0.5163212953517248,8.677475456945688
0,0,137,1,1,0.0001703524085861,0.1,0.9,0.0,0.9999997464433672,0.5163212953517248,8.677475456945688
0,0,138,1,1,0.0001703520085444,0.1,0.9,0.0,0.9999998773600564,0.5163212953517248,8.677475456945688
0,0,139,1,1,0.0001703518150531,0.1,0.9,0.0,0.999999940681671,0.5163212953517248,8.677475456945688
0,0,140,1,1,0.0001703517214656,0.1,0.9,0.0,0.9999999713089874,0.5163212953517248,8.677475456945688
0,0,141,1,1,0.0001703516761993,0.1,0.9,0.0,0.9999999861227682,0.5163212953517248,8.677475456945688
0,0,142,1,1,0.000170351654305,0.1,0.9,0.0,0.9999999932878784,0.5163212953517248,8.677475456945688
0,0,143,1,1,0.0001703516437151,0.1,0.9,0.0,0.9999999967534896,0.5163212953517248,8.677475456945688
0,0,144,1,1,0.0001703516385931,0.1,0.9,0.0,0.999999998429732,0.5163212953517248,8.677475456945688
0,0,145,1,1,0.0001703516361156,0.1,0.9,0.0,0.9999999992404948,0.5163212953517248,8.677475456945688
0,0,146,1,1,0.0001703516349174,0.1,0.9,0.0,0.9999999996326436,0.5163212953517248,8.677475456945688
0,0,147,1,1,0.0001703516343378,0.1,0.9,0.0,0.9999999998223176,0.5163212953517248,8.677475456945688
0,0,148,1,1,0.0001703516340574,0.1,0.9,0.0,0.9999999999140587,0.5163212953517248,8.677475456945688
0,0,149,1,1,0.0001703516339218,0.1,0.9,0.0,0.999999999958432,0.5163212953517248,8.677475456945688
0,0,150,1,1,0.0001703516338563,0.1,0.9,0.0,0.9999999999798944,0.5163212953517248,8.677475456945688
0,0,151,1,1,0.0001703516338245,0.1,0.9,0.0,0.9999999999902752,0.5163212953517248,8.677475456945688
0,0,152,1,1,0.0001703516338092,0.1,0.9,0.0,0.9999999999952964,0.5163212953517248,8.677475456945688
0,0,153,1,1,0.0001703516338018,0.1,0.9,0.0,0.9999999999977248,0.5163212953517248,8.677475456945688
0,0,154,1,1,0.0001703516337982,0.1,0.9,0.0,0.9999999999988995,0.5163212953517248,8.677475456945688
0,0,155,1,1,0.0001703516337965,0.1,0.9,0.0,0.9999999999994678,0.5163212953517248,8.677475456945688
0,0,156,1,1,0.0001703516337956,0.1,0.9,0.0,0.9999999999997424,0.5163212953517248,8.677475456945688
0,0,157,1,0,0.0001703516337952,0.1,0.9,0.0,0.4836787046481506,0.5163212953517248,8.677475456945688
0,0,158,1,1,0.0148161555879877,0.1,0.9,0.0,0.750266384681898,0.5163212953517248,8.677475456945688
0,0,159,1,1,0.0014856470303525,0.1,0.9,0.0,0.8792091684358098,0.5163212953517248,8.677475456945688
0,0,160,1,1,0.000485757098786,0.1,0.9,0.0,0.9415760470556443,0.5163212953517248,8.677475456945688
0,0,161,1,1,0.0002827956870747,0.1,0.9,0.0,0.9717415781194424,0.5163212953517248,8.677475456945688
0,0,162,1,0,0.0002176806670816,0.1,0.9,0.0,0.4700107077576826,0.5163212953517248,8.677475456945688
0,0,163,1,1,0.0166507942977416,0.1,0.9,0.0,0.7436554656507797,0.5163212953517248,8.677475456945688
0,0,164,1,1,0.0015732267449935,0.1,0.9,0.0,0.8760116076823038,0.5163212953517248,8.677475456945688
0,0,165,1,1,0.000499417185908,0.1,0.9,0.0,0.9400294550123546,0.5163212953517248,8.677475456945688
0,0,166,1,1,0.0002866154370858,0.1,0.9,0.0,0.9709935244833244,0.5163212953517248,8.677475456945688
0,0,167,1,1,0.0002190979649725,0.1,0.9,0.0,0.9859701854956824,0.5163212953517248,8.677475456945688
0,0,168,1,1,0.0001924018304006,0.1,0.9,0.0,0.993214077494096,0.5163212953517248,8.677475456945688
0,0,169,1,1,0.0001806820900848,0.1,0.9,0.0,0.9967177937925008,0.5163212953517248,8.677475456945688
0,0,170,1,1,0.0001752723547729,0.1,0.9,0.0,0.9984124667531684,0.5163212953517248,8.677475456945688
0,0,171,1,1,0.0001727141909179,0.1,0.9,0.0,0.9992321439755864,0.5163212953517248,8.677475456945688
0,0,172,1,1,0.0001714902901545,0.1,0.9,0.0,0.9996286043927552,0.5163212953517248,8.677475456945688
0,0,173,1,1,0.0001709014306317,0.1,0.9,0.0,0.9998203638537758,0.5163212953517248,8.677475456945688
0,0,174,1,1,0.0001706173376481,0.1,0.9,0.0,0.9999131138214864,0.5163212953517248,8.677475456945688
0,0,175,1,1,0.0001704800973916,0.1,0.9,0.0,0.9999579750057248,0.5163212953517248,8.677475456945688
0,0,176,1,1,0.0001704137568111,0.1,0.9,0.0,0.999979673405206,0.5163212953517248,8.677475456945688
0,0,177,1,1,0.000170381678547,0.1,0.9,0.0,0.9999901684589602,0.5163212953517248,8.677475456945688
0,0,178,1,1,0.0001703661651402,0.1,0.9,0.0,0.9999952446929652,0.5163212953517248,8.677475456945688
0,0,179,1,1,0.0001703586621424,0.1,0.9,0.0,0.9999976999592533,0.5163212953517248,8.677475456945688
0,0,180,1,1,0.0001703550332207,0.1,0.9,0.0,0.999998887519271,0.5163212953517248,8.677475456945688
0,0,181,1,1,0.0001703532780162,0.1,0.9,0.0,0.999999461916762,0.5163212953517248,8.677475456945688
0,0,182,1,1,0.0001703524290677,0.1,0.9,0.0,0.9999997397405964,0.5163212953517248,8.677475456945688
0,0,183,1,1,0.0001703520184509,0.1,0.9,0.0,0.9999998741180688,0.5163212953517248,8.677475456945688
0,0,184,1,1,0.0001703518198447,0.1,0.9,0.0,0.9999999391135904,0.5163212953517248,8.677475456945688
0,0,185,1,1,0.0001703517237832,0.1,0.9,0.0,0.9999999705505404,0.5163212953517248,8.677475456945688
0,0,186,1,1,0.0001703516773203,0.1,0.9,0.0,0.9999999857559236,0.5163212953517248,8.677475456945688
0,0,187,1,1,0.0001703516548472,0.1,0.9,0.0,0.9999999931104436,0.5163212953517248,8.677475456945688
0,0,188,1,1,0.0001703516439774,0.1,0.9,0.0,0.9999999966676684,0.5163212953517248,8.677475456945688
0,0,189,1,1,0.0001703516387199,0.1,0.9,0.0,0.999999998388222,0.5163212953517248,8.677475456945688
0,0,190,1,1,0.000170351636177,0.1,0.9,0.0,0.9999999992204174,0.5163212953517248,8.677475456945688
0,0,191,1,1,0.000170351634947,0.1,0.9,0.0,0.9999999996229324,0.5163212953517248,8.677475456945688
0,0,192,1,1,0.0001703516343521,0.1,0.9,0.0,0.9999999998176204,0.5163212953517248,8.677475456945688
0,0,193,1,1,0.0001703516340644,0.1,0.9,0.0,0.9999999999117868,0.5163212953517248,8.677475456945688
0,0,194,1,0,0.0001703516339252,0.1,0.9,0.0,0.4836787046056084,0.5163212953517248,8.677475456945688
0,0,195,1,1,0.0148161555933762,0.1,0.9,0.0,0.7502663846613212,0.5163212953517248,8.677475456945688
0,0,196,1,1,0.0014856470306174,0.1,0.9,0.0,0.8792091684258572,0.5163212953517248,8.677475456945688
0,0,197,1,1,0.0004857570988279,0.1,0.9,0.0,0.9415760470508306,0.5163212953517248,8.677475456945688
0,0,198,1,1,0.0002827956870865,0.1,0.9,0.0,0.971741578117114,0.5163212953517248,8.677475456945688
0,0,199,1,1,0.000217680667086,0.1,0.9,0.0,0.9863320031082812,0.5163212953517248,8.677475456945688
0,1,200,1,0,0.5,0.9,0.0999999999999999,0.0,0.0,0.5163212953517248,8.677475456945688
0,1,201,1,0,0.5,0.9,0.0999999999999999,0.0,0.0,0.5163212953517248,8.677475456945688
0,1,202,0,1,0.5,0.9,0.0999999999999999,0.5163212953517248,0.0,0.5163212953517248,8.677475456945688
0,1,203,0,0,0.9887976415367318,0.9,0.0999999999999999,0.2497336153180417,0.0,0.5163212953517248,8.677475456945688
0,1,204,0,1,0.8972519951235597,0.9,0.0999999999999999,0.6371121269158859,0.0,0.5163212953517248,8.677475456945688
0,1,205,0,1,0.99604386927705,0.9,0.0999999999999999,0.824478863614108,0.0,0.5163212953517248,8.677475456945688
0,1,206,0,1,0.9992191880519952,0.9,0.0999999999999999,0.9151041641144786,0.0,0.5163212953517248,8.677475456945688
0,1,207,0,1,0.9996442028472364,0.9,0.0999999999999999,0.9589376920688584,0.0,0.5163212953517248,8.677475456945688
0,1,208,0,1,0.999756745313755,0.9,0.0999999999999999,0.9801390360899968,0.0,0.5163212953517248,8.677475456945688
0,1,209,0,1,0.9997976142111762,0.9,0.0999999999999999,0.9903936747029436,0.0,0.5163212953517248,8.677475456945688
0,1,210,0,1,0.9998148421734172,0.9,0.0999999999999999,0.9953536250238898,0.0,0.5163212953517248,8.677475456945688
0,1,211,0,1,0.9998226408928824,0.9,0.0999999999999999,0.9977526473702448,0.0,0.5163212953517248,8.677475456945688
0,1,212,0,1,0.9998262942583857,0.9,0.0999999999999999,0.998913003391152,0.0,0.5163212953517248,8.677475456945688
0,1,213,0,1,0.99982803421943,0.9,0.0999999999999999,0.9994742428882754,0.0,0.5163212953517248,8.677475456945688
0,1,214,0,1,0.9998288695381612,0.9,0.0999999999999999,0.9997457024812414,0.0,0.5163212953517248,8.677475456945688
0,1,215,0,1,0.9998292721071802,0.9,0.0999999999999999,0.9998770017055316,0.0,0.5163212953517248,8.677475456945688
0,1,216,0,1,0.9998294664813646,0.9,0.0999999999999999,0.9999405083442576,0.0,0.5163212953517248,8.677475456945688
0,1,217,0,1,0.9998295604166128,0.9,0.0999999999999999,0.9999712251530132,0.0,0.5163212953517248,8.677475456945688
0,1,218,0,1,0.9998296058325276,0.9,0.0999999999999999,0.999986082219283,0.0,0.5163212953517248,8.677475456945688
0,1,219,0,1,0.9998296277948968,0.9,0.0999999999999999,0.9999932682658512,0.0,0.5163212953517248,8.677475456945688
0,1,220,0,0,0.9998296384166114,0.9,0.0999999999999999,0.4836754486518221,0.0,0.5163212953517248,8.677475456945688
0,1,221,0,1,0.9851834319954808,0.9,0.0999999999999999,0.7502648098258115,0.0,0.5163212953517248,8.677475456945688
0,1,222,0,1,0.9985143326971536,0.9,0.0999999999999999,0.8792084067114578,0.0,0.5163212953517248,8.677475456945688
0,1,223,0,1,0.9995142396919842,0.9,0.0999999999999999,0.9415756786257966,0.0,0.5163212953517248,8.677475456945688
0,1,224,0,1,0.99971720340907,0.9,0.0999999999999999,0.9717413999177708,0.0,0.5163212953517248,8.677475456945688
0,1,225,0,1,0.9997823189963828,0.9,0.0999999999999999,0.9863319169170536,0.0,0.5163212953517248,8.677475456945688
0,1,226,0,1,0.9998082010401844,0.9,0.0999999999999999,0.9933890392794156,0.0,0.5163212953517248,8.677475456945688
0,1,227,0,1,0.9998195919686867,0.9,0.0999999999999999,0.9968024190821873,0.0,0.5163212953517248,8.677475456945688
0,1,228,0,1,0.9998248562838742,0.9,0.0999999999999999,0.9984533982036642,0.0,0.5163212953517248,8.677475456945688
0,1,229,0,1,0.999827347132512,0.9,0.0999999999999999,0.9992519416465416,0.0,0.5163212953517248,8.677475456945688
0,1,230,0,1,0.9998285391632332,0.9,0.0999999999999999,0.999638180104598,0.0,0.5163212953517248,8.677475456945688
0,1,231,0,1,0.999829112767065,0.9,0.0999999999999999,0.999824995421676,0.0,0.5163212953517248,8.677475456945688
0,1,232,0,1,0.999829389518209,0.9,0.0999999999999999,0.9999153540122488,0.0,0.5163212953517248,8.677475456945688
0,1,233,0,1,0.999829523216008,0.9,0.0999999999999999,0.9999590585382908,0.0,0.5163212953517248,8.677475456945688
0,1,234,0,1,0.9998295878451944,0.9,0.0999999999999999,0.999980197486834,0.0,0.5163212953517248,8.677475456945688
0,1,235,0,1,0.9998296190961647,0.9,0.0999999999999999,0.9999904219460832,0.0,0.5163212953517248,8.677475456945688
0,1,236,0,1,0.9998296342095376,0.9,0.0999999999999999,0.9999953672992884,0.0,0.5163212953517248,8.677475456945688
0,1,237,0,1,0.9998296415190736,0.9,0.0999999999999999,0.9999977592613208,0.0,0.5163212953517248,8.677475456945688
0,1,238,0,1,0.9998296450544276,0.9,0.0999999999999999,0.9999989162024182,0.0,0.5163212953517248,8.677475456945688
